cid,smiles,name,mw,logp,tpsa,hbd,hba,qed,lipinski_pass,veber_pass,pains_hit
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
38,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
34,"CN1C=NC2=C1C(=O)N(C(=O)N2C)C","",194,1,112.46,6,6,0.423,0,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
14,"COc1ccc2nc(N3CCN(C)CC3)nc(C)c2c1","",134,2,56.23,3,3,0.416,1,1,0
